corner_index,timestamp,neural_timestamp,actual_x,actual_y,actual_z,oracle_x,oracle_y,oracle_z,viterbi_x,viterbi_y,viterbi_z,smartfilter_x,smartfilter_y,smartfilter_z,neural_x,neural_y,neural_z
0,0.0,5.057555397634674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29.738425738091884,23.2647548291195,37.054275225015225,24.064514388683126,0.0,37.054275225015225,24.064514388683126,0.0,37.054275225015225,24.064514388683126,0.0,37.054275225015225,24.064514388683126,0.0,37.054275225015225,24.064514388683126,0.0
2,32.97594848977213,46.131974568995645,65.85693608866279,19.348862778481188,0.0,37.054275225015225,24.064514388683126,0.0,37.054275225015225,24.064514388683126,0.0,65.85693608866279,19.348862778481188,0.0,65.85693608866279,19.348862778481188,0.0
3,50.787183797028575,92.80236136580044,82.35084932052271,-0.6894497843592582,0.0,65.85693608866279,19.348862778481188,0.0,65.85693608866279,19.348862778481188,0.0,82.35084932052271,-0.6894497843592582,0.0,82.35084932052271,-0.6894497843592582,0.0
4,54.44355187212089,117.43203214624427,108.10366101939404,0.8039979203255283,0.0,65.85693608866279,19.348862778481188,0.0,65.85693608866279,19.348862778481188,0.0,108.10366101939404,0.8039979203255283,0.0,108.10366101939404,0.8039979203255283,0.0
5,68.9074224160471,141.13303663717446,84.35423519230318,-34.65547105866146,0.0,82.35084932052271,-0.6894497843592582,0.0,82.35084932052271,-0.6894497843592582,0.0,84.35423519230318,-34.65547105866146,0.0,84.35423519230318,-34.65547105866146,0.0
6,72.3619542643842,179.50188818446262,106.10597494020098,-55.00965441443381,0.0,108.10366101939404,0.8039979203255283,0.0,82.35084932052271,-0.6894497843592582,0.0,106.10597494020098,-55.00965441443381,0.0,106.10597494020098,-55.00965441443381,0.0
7,89.77412315509012,205.6567641552711,84.69494191028105,-104.27443343499817,0.0,108.10366101939404,0.8039979203255283,0.0,108.10366101939404,0.8039979203255283,0.0,84.69494191028105,-104.27443343499817,0.0,84.69494191028105,-104.27443343499817,0.0
8,120.25992583714323,239.95638438830514,111.18650990770772,-128.308689650169,0.0,84.35423519230318,-34.65547105866146,0.0,84.35423519230318,-34.65547105866146,0.0,111.18650990770772,-128.308689650169,0.0,106.10597494020098,-55.00965441443381,0.0
9,140.5250819536784,267.56551446928273,84.03951787290896,-90.0739392787658,0.0,106.10597494020098,-55.00965441443381,0.0,106.10597494020098,-55.00965441443381,0.0,84.03951787290896,-90.0739392787658,0.0,84.69494191028105,-104.27443343499817,0.0
