corner_index,timestamp,neural_timestamp,actual_x,actual_y,actual_z,oracle_x,oracle_y,oracle_z,viterbi_x,viterbi_y,viterbi_z,smartfilter_x,smartfilter_y,smartfilter_z,neural_x,neural_y,neural_z
0,0.0,8.334451613455176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,23.986958302139286,33.88413202260266,12.456732090953802,32.10349668351435,0.0,12.456732090953802,32.10349668351435,0.0,12.456732090953802,32.10349668351435,0.0,12.456732090953802,32.10349668351435,0.0,12.456732090953802,32.10349668351435,0.0
2,58.11196453789212,63.57451603130386,4.733652344011717,81.2481733611452,0.0,4.733652344011717,81.2481733611452,0.0,4.733652344011717,81.2481733611452,0.0,4.733652344011717,81.2481733611452,0.0,4.733652344011717,81.2481733611452,0.0
3,62.156577316404054,84.43204981097753,-25.620840496461145,85.32825489732792,0.0,4.733652344011717,81.2481733611452,0.0,4.733652344011717,81.2481733611452,0.0,-25.620840496461145,85.32825489732792,0.0,-25.620840496461145,85.32825489732792,0.0
4,79.9820925894302,116.35219103875421,-48.00066682885739,127.56516092553257,0.0,-25.620840496461145,85.32825489732792,0.0,-25.620840496461145,85.32825489732792,0.0,-48.00066682885739,127.56516092553257,0.0,-48.00066682885739,127.56516092553257,0.0
5,83.62393964898547,137.54301484551607,-34.88217402768018,91.74853865710318,0.0,-25.620840496461145,85.32825489732792,0.0,-25.620840496461145,85.32825489732792,0.0,-34.88217402768018,91.74853865710318,0.0,-34.88217402768018,91.74853865710318,0.0
6,114.33212580468387,177.47547720779417,-68.83471966798211,60.279325525533196,0.0,-48.00066682885739,127.56516092553257,0.0,-48.00066682885739,127.56516092553257,0.0,-68.83471966798211,60.279325525533196,0.0,-68.83471966798211,60.279325525533196,0.0
7,119.98490369134196,199.5768602114908,-61.05898694144471,86.9658566259015,0.0,-48.00066682885739,127.56516092553257,0.0,-48.00066682885739,127.56516092553257,0.0,-61.05898694144471,86.9658566259015,0.0,-61.05898694144471,86.9658566259015,0.0
8,141.37754486769202,213.83885244783417,-87.19481365427053,75.54061036005614,0.0,-48.00066682885739,127.56516092553257,0.0,-34.88217402768018,91.74853865710318,0.0,-87.19481365427053,75.54061036005614,0.0,-87.19481365427053,75.54061036005614,0.0
9,144.2022252665882,247.04471478198988,-62.006353808308816,53.068434579690475,0.0,-48.00066682885739,127.56516092553257,0.0,-34.88217402768018,91.74853865710318,0.0,-62.006353808308816,53.068434579690475,0.0,-62.006353808308816,53.068434579690475,0.0
