Method,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,angular_error_mean,angular_error_std,rmse_mean,rmse_std,missing_pct_mean,missing_pct_std,n_detected_mean,n_detected_std,n_gt_mean,n_gt_std,detection_ratio_pct_mean,detection_ratio_pct_std
Oracle,100.0,0.0,80.88311688311687,11.187293040369957,89.00547195622435,6.890990921785545,97.08396341240136,22.405701550229388,18.570714513169797,4.666641669050055,19.116883116883116,11.187293040369951,34.2,2.039607805437114,21.2,0.7483314773547882,161.22077922077924,5.18443409181589
Viterbi,100.0,0.0,98.18181818181817,3.6363636363636376,99.04761904761905,1.9047619047619093,86.12009395875043,17.396864000568744,14.240984215430624,3.479433127843819,1.8181818181818183,3.6363636363636367,34.2,2.039607805437114,21.2,0.7483314773547882,161.22077922077924,5.18443409181589
SmartFilter,100.0,0.0,98.18181818181817,3.6363636363636376,99.04761904761905,1.9047619047619093,81.14110522028326,9.045381865042971,14.175980538244735,3.8154202839860214,1.8181818181818183,3.6363636363636367,21.0,0.6324555320336759,21.2,0.7483314773547882,99.0909090909091,1.8181818181818188
Neural,100.0,0.0,86.27705627705627,22.98191707808765,90.61290322580645,16.389001667287854,71.66851349559363,18.73335670489677,27.814630402691954,16.29516917439371,13.722943722943722,22.981917078087655,21.4,1.019803902718557,21.2,0.7483314773547882,100.9090909090909,1.8181818181818188
