corner_index,timestamp,neural_timestamp,actual_x,actual_y,actual_z,oracle_x,oracle_y,oracle_z,viterbi_x,viterbi_y,viterbi_z,smartfilter_x,smartfilter_y,smartfilter_z,neural_x,neural_y,neural_z
10,221.52430004447268,303.9073739236098,-105.41062731575695,-76.06351432318087,0.0,-127.00540233731778,-60.33600076530003,0.0,-115.62438792472139,-37.11964454151797,0.0,-105.41062731575695,-76.06351432318087,0.0,-99.43897678116697,-80.06886423307337,0.0
11,255.31775516516848,317.939385182155,-98.05355419548171,-102.09966476618156,0.0,-127.00540233731778,-60.33600076530003,0.0,-99.43897678116697,-80.06886423307337,0.0,-98.05355419548171,-102.09966476618156,0.0,-127.00540233731778,-60.33600076530003,0.0
12,278.52395753395564,346.1128686831458,-150.85582046190163,-108.97409624123931,0.0,-127.00540233731778,-60.33600076530003,0.0,-127.00540233731778,-60.33600076530003,0.0,-150.85582046190163,-108.97409624123931,0.0,-105.41062731575695,-76.06351432318087,0.0
13,281.3623499485213,375.3483450780674,-139.5822956170578,-144.8198712677474,0.0,-127.00540233731778,-60.33600076530003,0.0,-127.00540233731778,-60.33600076530003,0.0,-139.5822956170578,-144.8198712677474,0.0,-98.05355419548171,-102.09966476618156,0.0
14,296.1814376967537,398.1776598796437,-170.36939437088935,-140.2271609621263,0.0,-105.41062731575695,-76.06351432318087,0.0,-105.41062731575695,-76.06351432318087,0.0,-170.36939437088935,-140.2271609621263,0.0,-150.85582046190163,-108.97409624123931,0.0
15,299.8388566332167,422.876661063716,-165.85654277136376,-168.79931184180657,0.0,-105.41062731575695,-76.06351432318087,0.0,-105.41062731575695,-76.06351432318087,0.0,-165.85654277136376,-168.79931184180657,0.0,-139.5822956170578,-144.8198712677474,0.0
16,315.50264820123,453.6145506801209,-130.6935025587884,-200.8169247304749,0.0,-98.05355419548171,-102.09966476618156,0.0,-98.05355419548171,-102.09966476618156,0.0,-130.6935025587884,-200.8169247304749,0.0,-170.36939437088935,-140.2271609621263,0.0
17,319.5492985250687,483.73864973766285,-126.54545344844792,-242.50085229930497,0.0,-98.05355419548171,-102.09966476618156,0.0,-98.05355419548171,-102.09966476618156,0.0,-126.54545344844792,-242.50085229930497,0.0,-165.85654277136376,-168.79931184180657,0.0
18,355.57110957276416,505.63192401889563,-153.0548411075627,-254.19390537446014,0.0,-150.85582046190163,-108.97409624123931,0.0,-150.85582046190163,-108.97409624123931,0.0,-153.0548411075627,-254.19390537446014,0.0,-130.6935025587884,-200.8169247304749,0.0
19,380.79717526830404,536.8749032428631,-163.76693258396173,-288.65311273171426,0.0,-139.5822956170578,-144.8198712677474,0.0,-139.5822956170578,-144.8198712677474,0.0,-163.76693258396173,-288.65311273171426,0.0,-126.54545344844792,-242.50085229930497,0.0
20,384.0286707965955,567.8433007170072,-208.09506093873603,-256.74648580650586,0.0,-139.5822956170578,-144.8198712677474,0.0,-139.5822956170578,-144.8198712677474,0.0,-208.09506093873603,-256.74648580650586,0.0,-153.0548411075627,-254.19390537446014,0.0
21,403.02874185097454,,,,,-170.36939437088935,-140.2271609621263,0.0,-170.36939437088935,-140.2271609621263,0.0,,,,,,
22,406.67142382908094,,,,,-165.85654277136376,-168.79931184180657,0.0,-170.36939437088935,-140.2271609621263,0.0,,,,,,
23,423.6869229254478,,,,,-165.85654277136376,-168.79931184180657,0.0,-165.85654277136376,-168.79931184180657,0.0,,,,,,
24,427.3293826511406,,,,,-165.85654277136376,-168.79931184180657,0.0,-165.85654277136376,-168.79931184180657,0.0,,,,,,
25,457.2540354841335,,,,,-130.6935025587884,-200.8169247304749,0.0,-130.6935025587884,-200.8169247304749,0.0,,,,,,
26,460.4889968541958,,,,,-130.6935025587884,-200.8169247304749,0.0,-130.6935025587884,-200.8169247304749,0.0,,,,,,
27,488.38858031435626,,,,,-126.54545344844792,-242.50085229930497,0.0,-126.54545344844792,-242.50085229930497,0.0,,,,,,
28,509.6898647907435,,,,,-153.0548411075627,-254.19390537446014,0.0,-153.0548411075627,-254.19390537446014,0.0,,,,,,
29,534.2476410163999,,,,,-163.76693258396173,-288.65311273171426,0.0,-163.76693258396173,-288.65311273171426,0.0,,,,,,
30,537.6792772032304,,,,,-163.76693258396173,-288.65311273171426,0.0,-163.76693258396173,-288.65311273171426,0.0,,,,,,
31,574.68047938013,,,,,-208.09506093873603,-256.74648580650586,0.0,-208.09506093873603,-256.74648580650586,0.0,,,,,,
